bike_id,member_gender,member_age,start_neighborhood,end_neighborhood,start_station_name,end_station_name,duration_min,miles,temperature,weather
3067,Male,33,The Castro,China Basin,18th St at Noe St,3rd St at Townsend St,17.6,4.1,57,foggy
2244,Female,21,South of Market,South of Market,8th St at Ringold St,Howard St at Beale St,12.1,2.8,57,foggy
1792,Male,38,South of Market,Civic Center,Folsom St at 9th St,San Francisco Public Library,4.4,1,57,foggy
1126,Male,29,Lower Nob Hill,South Park,Union Square,S Park St at 3rd St,12.5,2.9,57,foggy
191,Male,43,Civic Center,South of Market,Golden Gate Ave at Polk St,Powell St BART Station,8.3,1.9,57,foggy
3864,Male,59,South of Market,Financial District,Howard St at Beale St,Broadway at Battery St,8.1,1.9,57,foggy
2663,Male,34,Civic Center,South of Market,Market St at 10th St,Montgomery St BART Station,9.1,2.1,57,foggy
2272,Male,60,South of Market,Financial District,Montgomery St BART Station,Commercial St at Montgomery St,4.8,1.1,57,foggy
3640,Other,39,South of Market,Mission Bay,Howard St at Mary St,5th St at Brannan St,3.7,0.9,57,foggy
2582,Female,47,Mission Dolores,Potrero Hill,17th St at Dolores St,Rhode Island St at 17th St,12.9,3,57,foggy
1837,Male,27,South of Market,China Basin,Steuart St at Market St,Berry St at 4th St,9.2,2.1,57,foggy
651,Female,30,Mission Bay,South of Market,Townsend St at 5th St,Division St at Potrero Ave,5.6,1.3,57,foggy
4220,Female,27,South of Market,China Basin,S Van Ness Ave at Market St,Berry St at 4th St,9,2.1,57,foggy
2348,Male,68,Mission Bay,Civic Center,7th St at Brannan St,San Francisco Public Library,17.4,4.1,57,foggy
1671,Male,35,South of Market,China Basin,8th St at Ringold St,3rd St at Townsend St,7.8,1.8,57,foggy
2816,Male,22,Mission Bay,Rincon Hill,San Francisco Caltrain Station 2,Beale St at Harrison St,26.4,6.2,57,foggy
3356,Female,37,Noe Valley,Mission District,Cesar Chavez St at Dolores St,Harrison St at 17th St,12.5,2.9,57,foggy
2525,Male,23,Mission Bay,Financial District,8th St at Brannan St,Commercial St at Montgomery St,12.7,3,57,foggy
1245,Male,36,Mission District,Bernal Heights,Valencia St at 21st St,Valencia St at Cesar Chavez St,4.5,1.1,57,foggy
1384,Male,34,South of Market,China Basin,Embarcadero BART Station,3rd St at Townsend St,7.2,1.7,57,foggy
181,Male,43,Western Addition,Financial District,Duboce Park,Broadway at Battery St,20.2,4.7,57,foggy
3934,Male,44,South of Market,Embarcadero,Steuart St at Market St,The Embarcadero at Sansome St,5.6,1.3,57,foggy
485,Male,42,South of Market,Civic Center,Yerba Buena Center for the Arts,Market St at 10th St,12.2,2.8,57,foggy
1976,Female,29,Mission District,South Park,19th St at Mission St,S Park St at 3rd St,16.1,3.8,57,foggy
1848,Male,30,South of Market,Mission District,Howard St at 8th St,17th & Folsom Street Park,9.3,2.2,57,foggy
245,Male,29,South of Market,South of Market,S Van Ness Ave at Market St,Powell St BART Station,7.1,1.6,57,foggy
3669,Male,28,Mission District,Bernal Heights,Valencia St at 22nd St,Valencia St at Cesar Chavez St,3.2,0.7,57,foggy
3779,Female,37,South of Market,South of Market,Powell St BART Station,4th St at Harrison St,2.6,0.6,57,foggy
1516,Male,40,Mission District,Mission District,16th St Mission BART Station 2,Franklin Square,6,1.4,57,foggy
82,Female,27,Potrero Hill,South Park,Jackson Playground,S Park St at 3rd St,12.9,3,57,foggy
4073,Male,36,Financial District,South of Market,Clay St at Battery St,Folsom St at 3rd St,6.3,1.5,57,foggy
3611,Female,31,Civic Center,Financial District,Golden Gate Ave at Polk St,Post St at Kearny St,10.2,2.4,57,foggy
2346,Male,38,Lower Haight,South of Market,Pierce St at Haight St,Embarcadero BART Station,18.8,4.4,57,foggy
1926,Male,48,Hayes Valley,South of Market,Laguna St at Hayes St,Embarcadero BART Station,20,4.7,57,foggy
779,Male,43,Mission Bay,South of Market,San Francisco Caltrain Station 2,Folsom St at 3rd St,5.6,1.3,57,foggy
3653,Male,39,Western Addition,Financial District,Church St at Duboce Ave,Clay St at Battery St,15.2,3.5,57,foggy
1593,Male,26,South of Market,Civic Center,Powell St BART Station,Market St at 10th St,10.3,2.4,57,foggy
1147,Male,28,Potrero Hill,China Basin,Mississippi St at 17th St,Berry St at 4th St,7.4,1.7,57,foggy
1568,Male,24,South of Market,Financial District,Embarcadero BART Station,Commercial St at Montgomery St,4.3,1,57,foggy
3586,Male,31,Financial District,Financial District,Mechanics Monument Plaza,Commercial St at Montgomery St,3.7,0.9,57,foggy
3026,Male,52,South of Market,Civic Center,S Van Ness Ave at Market St,Golden Gate Ave at Polk St,4.2,1,57,foggy
